code,name,cate_code,cate_name
135270,세종머티리얼즈,32402,1차 비철금속 제조업
258830,세종메디칼,32701,의료용 기기 제조업
36630,세종텔레콤,106102,전기 통신업
39310,세중,147502,여행사 및 기타 여행보조 서비스업
75580,세진중공업,33101,선박 및 보트 건조업
67770,세진티에스,32602,전자부품 제조업
53450,세코닉스,32703,사진장비 및 광학기기 제조업
27970,세하,31701,"펄프, 종이 및 판지 제조업"
145210,세화아이엠씨,32902,특수 목적용 기계 제조업
252500,세화피앤씨,32004,기타 화학제품 제조업
49180,셀루메드,32101,기초 의약물질 및 생물학적 제제 제조업
108860,셀바스AI,105802,소프트웨어 개발 및 공급업
208370,셀바스헬스케어,32701,의료용 기기 제조업
258250,셀젠텍,105802,소프트웨어 개발 및 공급업
68270,셀트리온,32101,기초 의약물질 및 생물학적 제제 제조업
68760,셀트리온제약,32102,의약품 제조업
91990,셀트리온헬스케어,74607,기타 전문 도매업
53110,소리바다,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
32680,소프트센,74605,기계장비 및 관련 물품 도매업
210610,소프트캠프,105802,소프트웨어 개발 및 공급업
66910,손오공,33304,"인형,장난감 및 오락용품 제조업"
43100,솔고바이오,32701,의료용 기기 제조업
154040,솔루에타,32602,전자부품 제조업
35610,솔본,137105,회사 본부 및 경영 컨설팅 서비스업
36830,솔브레인,32004,기타 화학제품 제조업
230980,솔트웍스,105802,소프트웨어 개발 및 공급업
4430,송원산업,32004,기타 화학제품 제조업
86980,쇼박스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
50960,수산아이앤티,105802,소프트웨어 개발 및 공급업
17550,수산중공업,32902,특수 목적용 기계 제조업
84180,수성,32901,일반 목적용 기계 제조업
253840,수젠텍,32103,의료용품 및 기타 의약 관련제품 제조업
185190,수프로,74602,산업용 농·축산물 및 동·식물 도매업
58530,슈펙스비앤피,74604,생활용품 도매업
236200,슈프리마,32604,통신 및 방송 장비 제조업
94840,슈프리마에이치큐,116409,기타 금융업
192440,슈피겐코리아,33309,그외 기타 제품 제조업
99440,스맥,32902,특수 목적용 기계 제조업
33790,스카이문스테크놀로지,32604,통신 및 방송 장비 제조업
159910,스킨앤스킨,32004,기타 화학제품 제조업
115570,스타플렉스,32202,플라스틱제품 제조업
258540,스템랩,137001,자연과학 및 공학 연구개발업
253450,스튜디오드래곤,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
245030,스페이스솔루션,105802,소프트웨어 개발 및 공급업
13810,스페코,32902,특수 목적용 기계 제조업
39670,스포츠서울,105801,"서적, 잡지 및 기타 인쇄물 출판업"
49830,승일,32509,기타 금속 가공제품 제조업
20710,시공테크,137302,전문디자인업
33170,시그네틱스,32601,반도체 제조업
260870,시그넷이브이,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
48870,시너지이노베이션,32701,의료용 기기 제조업
25320,시노펙스,32602,전자부품 제조업
134790,시디즈,33201,가구 제조업
269620,시스웍,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
131090,시큐브,105802,소프트웨어 개발 및 공급업
232830,시큐센,105802,소프트웨어 개발 및 공급업
16590,신대양제지,31702,"골판지, 종이 상자 및 종이용기 제조업"
29530,신도리코,32603,컴퓨터 및 주변장치 제조업
4970,신라교역,10301,어로 어업
1000,신라섬유,126801,부동산 임대 및 공급업
25870,신라에스지,74603,음·식료품 및 담배 도매업
215600,신라젠,137001,자연과학 및 공학 연구개발업
65350,신성델타테크,32805,가정용 기기 제조업
11930,신성이엔지,32601,반도체 제조업
5390,신성통상,74607,기타 전문 도매업
4170,신세계,74701,종합 소매업
35510,신세계I&C,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
34300,신세계건설,64101,건물 건설업
31430,신세계인터내셔날,74704,"섬유, 의복, 신발 및 가죽제품 소매업"
31440,신세계푸드,95601,음식점업
6880,신송홀딩스,116409,기타 금융업
56000,신스타임즈,105802,소프트웨어 개발 및 공급업
2800,신신제약,32102,의약품 제조업
5800,신영와코루,31401,봉제의복 제조업
1720,신영증권,116601,금융 지원 서비스업
9270,신원,31401,봉제의복 제조업
17000,신원종합개발,64101,건물 건설업
2700,신일산업,74605,기계장비 및 관련 물품 도매업
12790,신일제약,32102,의약품 제조업
138070,신진에스엠,32509,기타 금속 가공제품 제조업
19170,신풍제약,32102,의약품 제조업
2870,신풍제지,31701,"펄프, 종이 및 판지 제조업"
5450,신한,64101,건물 건설업
257730,신한제3호스팩,116601,금융 지원 서비스업
277480,신한제4호스팩,116601,금융 지원 서비스업
55550,신한지주,116409,기타 금융업
1770,신화실업,32401,1차 철강 제조업
56700,신화인터텍,32202,플라스틱제품 제조업
187270,신화콘텍,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
4080,신흥,74605,기계장비 및 관련 물품 도매업
243840,신흥에스이씨,32802,일차전지 및 축전지 제조업
108320,실리콘웍스,32601,반도체 제조업
222800,심텍,32602,전자부품 제조업
36710,심텍홀딩스,116409,기타 금융업
160980,싸이맥스,32902,특수 목적용 기계 제조업
102280,쌍방울,31401,봉제의복 제조업
3410,쌍용양회공업,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
3620,쌍용자동차,33001,자동차용 엔진 및 자동차 제조업
10280,쌍용정보통신,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
4770,써니전자,32601,반도체 제조업
217320,썬테크,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
122800,썬텍,32403,금속 주조업
208640,썸에이지,105802,소프트웨어 개발 및 공급업
222420,쎄노텍,32309,기타 비금속 광물제품 제조업
37760,쎄니트,32401,1차 철강 제조업
136510,쎄미시스코,32902,특수 목적용 기계 제조업
99320,쎄트렉아이,33103,"항공기,우주선 및 부품 제조업"
49960,쎌바이오텍,32101,기초 의약물질 및 생물학적 제제 제조업
50890,쏠리드,32604,통신 및 방송 장비 제조업
66790,씨씨에스,106002,텔레비전 방송업
222080,씨아이에스,32902,특수 목적용 기계 제조업
4920,씨아이테크,33309,그외 기타 제품 제조업
236030,씨알푸드,31006,"곡물가공품, 전분 및 전분제품 제조업"
103660,씨앗,32004,기타 화학제품 제조업
245450,씨앤에스링크,32604,통신 및 방송 장비 제조업
264660,씨앤지하이테크,32902,특수 목적용 기계 제조업
112610,씨에스윈드,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
115530,씨엔플러스,32602,전자부품 제조업
225330,씨엠에스에듀,168505,일반 교습 학원
115480,씨유메디칼,32701,의료용 기기 제조업
189330,씨이랩,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
96530,씨젠,32103,의료용품 및 기타 의약 관련제품 제조업
900120,씨케이에이치,116409,기타 금융업
101240,씨큐브,32001,기초 화학물질 제조업
47920,씨트리,137001,자연과학 및 공학 연구개발업
189540,씨티네트웍스,32604,통신 및 방송 장비 제조업
60590,씨티씨바이오,74604,생활용품 도매업
36170,씨티젠,32601,반도체 제조업
260930,씨티케이코스메틱스,32004,기타 화학제품 제조업
13990,아가방컴퍼니,74604,생활용품 도매업
123860,아나패스,32601,반도체 제조업
25980,아난티,189101,스포츠 서비스업
8700,아남전자,32605,영상 및 음향기기 제조업
58220,아리온,32604,통신 및 방송 장비 제조업
90430,아모레퍼시픽,32004,기타 화학제품 제조업
2790,아모레퍼시픽그룹,116409,기타 금융업
52710,아모텍,32602,전자부품 제조업
74430,아미노로직스,74607,기타 전문 도매업
92040,아미코젠,31007,기타 식품 제조업
83930,아바코,32902,특수 목적용 기계 제조업
149950,아바텍,32602,전자부품 제조업
36010,아비코전자,32602,전자부품 제조업
2030,아세아,137105,회사 본부 및 경영 컨설팅 서비스업
183190,아세아시멘트,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
2310,아세아제지,31702,"골판지, 종이 상자 및 종이용기 제조업"
50860,아세아텍,32902,특수 목적용 기계 제조업
246720,아스타,32103,의료용품 및 기타 의약 관련제품 제조업
67390,아스트,33103,"항공기,우주선 및 부품 제조업"
127710,아시아경제,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
20560,아시아나항공,85101,항공 여객 운송업
154030,아시아종묘,10101,작물 재배업
227610,아우딘퓨쳐스,32004,기타 화학제품 제조업
143160,아이디스,32604,통신 및 방송 장비 제조업
54800,아이디스홀딩스,137106,기타 전문 서비스업
60570,아이리버,32605,영상 및 음향기기 제조업
122900,아이마켓코리아,74608,상품 종합 도매업
99190,아이센스,32701,의료용 기기 제조업
214430,아이쓰리시스템,32602,전자부품 제조업
40910,아이씨디,32902,특수 목적용 기계 제조업
68940,아이씨케이,32602,전자부품 제조업
52860,아이앤씨,32601,반도체 제조업
10780,아이에스동서,32302,"내화, 비내화 요업제품 제조업"
69920,아이에스이커머스,74709,무점포 소매업
38880,아이에이,32602,전자부품 제조업
3560,아이에이치큐,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
79440,아이엔지생명,116501,보험업
101390,아이엠,32602,전자부품 제조업
226350,아이엠텍,32602,전자부품 제조업
78860,아이오케이,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
114810,아이원스,32902,특수 목적용 기계 제조업
31310,아이즈비전,106102,전기 통신업
185490,아이진,137001,자연과학 및 공학 연구개발업
59100,아이컴포넌트,32602,전자부품 제조업
149010,아이케이세미콘,32601,반도체 제조업
175250,아이큐어,32102,의약품 제조업
52460,아이크래프트,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
119830,아이텍반도체,137309,"그외 기타 전문, 과학 및 기술 서비스업"
124500,아이티센,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
33660,아주캐피탈,116409,기타 금융업
32080,아즈텍WB,31304,"섬유제품 염색, 정리 및 마무리 가공업"
13310,아진산업,33003,자동차 신품 부품 제조업
59120,아진엑스텍,32601,반도체 제조업
23890,아트라스BX,32802,일차전지 및 축전지 제조업
101140,아티스,74604,생활용품 도매업
67160,아프리카TV,105802,소프트웨어 개발 및 공급업
1540,안국약품,32102,의약품 제조업
53800,안랩,105802,소프트웨어 개발 및 공급업
251280,안지오랩,137001,자연과학 및 공학 연구개발업
65660,안트로젠,32101,기초 의약물질 및 생물학적 제제 제조업
271400,알로이스,32604,통신 및 방송 장비 제조업
1780,알루코,32402,1차 비철금속 제조업
260660,알리코제약,32103,의료용품 및 기타 의약 관련제품 제조업
2250,알보젠코리아,32102,의약품 제조업
106080,알비케이이엠디,32602,전자부품 제조업
131370,알서포트,105802,소프트웨어 개발 및 공급업
140670,알에스오토메이션,32602,전자부품 제조업
96610,알에프세미,32601,반도체 제조업
61040,알에프텍,32604,통신 및 방송 장비 제조업
148250,알엔투테크놀로지,32602,전자부품 제조업
196170,알테오젠,137001,자연과학 및 공학 연구개발업
123750,알톤스포츠,33109,그외 기타 운송장비 제조업
85810,알티캐스트,105802,소프트웨어 개발 및 공급업
117670,알파홀딩스,32601,반도체 제조업
267810,앙츠,199501,컴퓨터 및 통신장비 수리업
18250,애경산업,32004,기타 화학제품 제조업
161000,애경유화,32001,기초 화학물질 제조업
196300,애니젠,32101,기초 의약물질 및 생물학적 제제 제조업
205500,액션스퀘어,105802,소프트웨어 개발 및 공급업
52790,액토즈소프트,105802,소프트웨어 개발 및 공급업
131400,액트,32602,전자부품 제조업
238090,앤디포스,32202,플라스틱제품 제조업
174900,앱클론,32103,의료용품 및 기타 의약 관련제품 제조업
255440,야스,32902,특수 목적용 기계 제조업
30960,양지사,31801,인쇄 및 인쇄관련 산업
102120,어보브반도체,32601,반도체 제조업
224810,엄지하우스,64204,실내건축 및 건축마무리 공사업
41590,에너전트,32602,전자부품 제조업
19990,에너토크,32901,일반 목적용 기계 제조업
11090,에넥스,33201,가구 제조업
208890,에듀파트너,168507,교육지원 서비스업
41440,에버다임,32902,특수 목적용 기계 제조업
270660,에브리봇,32805,가정용 기기 제조업
38680,에스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
217480,에스디생명공학,32004,기타 화학제품 제조업
121890,에스디시스템,32602,전자부품 제조업
30270,에스마크,31301,방적 및 가공사 제조업
97780,에스맥,32604,통신 및 방송 장비 제조업
73070,에스모,33003,자동차 신품 부품 제조업
42110,에스씨디,32805,가정용 기기 제조업
65420,에스아이리소스,20501,석탄 광업
270210,에스알바이오텍,32004,기타 화학제품 제조업
103230,에스앤더블류,32901,일반 목적용 기계 제조업
260970,에스앤디,31007,기타 식품 제조업
900080,에스앤씨엔진그룹,116409,기타 금융업
101490,에스앤에스텍,32602,전자부품 제조업
95910,에스에너지,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
31330,에스에이엠티,74605,기계장비 및 관련 물품 도매업
60540,에스에이티,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
158300,에스에이티이엔지,32902,특수 목적용 기계 제조업
112240,에스에프씨,32202,플라스틱제품 제조업
56190,에스에프에이,32902,특수 목적용 기계 제조업
80000,에스엔유,32902,특수 목적용 기계 제조업
160600,에스엔텍,32902,특수 목적용 기계 제조업
263920,에스엔피월드,33309,그외 기타 제품 제조업
86460,에스엔피제네틱스,137001,자연과학 및 공학 연구개발업
5850,에스엘,33003,자동차 신품 부품 제조업
246250,에스엘에스바이오,137209,기타 과학기술 서비스업
41510,에스엠,105902,오디오물 출판 및 원판 녹음업
299670,에스엠비나,31401,봉제의복 제조업
7820,에스엠코어,32901,일반 목적용 기계 제조업
251540,에스와이제이,31401,봉제의복 제조업
109610,에스와이패널,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
12750,에스원,147503,"경비, 경호 및 탐정업"
123700,에스제이엠,33003,자동차 신품 부품 제조업
25530,에스제이엠홀딩스,116409,기타 금융업
80440,에스제이케이,33003,자동차 신품 부품 제조업
217910,에스제이켐,32001,기초 화학물질 제조업
224020,에스케이씨에스,32202,플라스틱제품 제조업
96630,에스코넥,32604,통신 및 방송 장비 제조업
69510,에스텍,32605,영상 및 음향기기 제조업
41910,에스텍파마,32102,의약품 제조업
234300,에스트래픽,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
39440,에스티아이,32902,특수 목적용 기계 제조업
98660,에스티오,31401,봉제의복 제조업
52020,에스티큐브,32602,전자부품 제조업
237690,에스티팜,32102,의약품 제조업
50760,에스폴리텍,32202,플라스틱제품 제조업
58610,에스피지,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
43340,에쎈테크,32901,일반 목적용 기계 제조업
23960,에쓰씨엔지니어링,64102,토목 건설업
54630,에이디칩스,33309,그외 기타 제품 제조업
200710,에이디테크놀로지,32601,반도체 제조업
140910,에이리츠,126801,부동산 임대 및 공급업
78520,에이블씨엔씨,32004,기타 화학제품 제조업
203400,에이비온,137001,자연과학 및 공학 연구개발업
3800,에이스침대,33201,가구 제조업
88800,에이스테크,32604,통신 및 방송 장비 제조업
138360,에이씨티,32004,기타 화학제품 제조업
39230,에이아이비트,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
50320,에이앤티앤,74605,기계장비 및 관련 물품 도매업
15260,에이엔피,32602,전자부품 제조업
234070,에이원알폼,147603,산업용 기계 및 장비 임대업
72990,에이치시티,137209,기타 과학기술 서비스업
44990,에이치엔에스하이텍,32602,전자부품 제조업
176440,에이치엔티,32602,전자부품 제조업
28300,에이치엘비,33101,선박 및 보트 건조업
67630,에이치엘비생명과학,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업"
43220,에이치엘비파워,74608,상품 종합 도매업
239610,에이치엘사이언스,31007,기타 식품 제조업
226340,에이치엠씨3호스팩,116601,금융 지원 서비스업
44780,에이치케이,32902,특수 목적용 기계 제조업
33600,에이코넬,33003,자동차 신품 부품 제조업
71670,에이테크솔루션,32902,특수 목적용 기계 제조업
45660,에이텍,32603,컴퓨터 및 주변장치 제조업
224110,에이텍티앤,32604,통신 및 방송 장비 제조업
21080,에이티넘인베스트,116402,신탁업 및 집합투자업
89530,에이티세미콘,32601,반도체 제조업
182400,에이티젠,32101,기초 의약물질 및 생물학적 제제 제조업
73570,에이티테크놀러지,32902,특수 목적용 기계 제조업
109960,에이프로젠 H&G,32604,통신 및 방송 장비 제조업
7460,에이프로젠 KIC,32509,기타 금속 가공제품 제조업
3060,에이프로젠제약,32102,의약품 제조업
43580,에임하이,32602,전자부품 제조업
214870,에치디프로,32604,통신 및 방송 장비 제조업
64510,에코마이스터,32902,특수 목적용 기계 제조업
230360,에코마케팅,137103,광고업
38870,에코바이오,147401,사업시설 유지·관리 서비스업
86520,에코프로,32004,기타 화학제품 제조업
38110,에코플라스틱,33003,자동차 신품 부품 제조업
73540,에프알텍,32604,통신 및 방송 장비 제조업
64850,에프앤가이드,116601,금융 지원 서비스업
64090,에프앤리퍼블릭,74608,상품 종합 도매업
36810,에프에스티,32602,전자부품 제조업
173940,에프엔씨엔터,105902,오디오물 출판 및 원판 녹음업
83500,에프엔에스테크,32902,특수 목적용 기계 제조업
65160,에프티이앤이,32005,화학섬유 제조업
54940,엑사이엔씨,64204,실내건축 및 건축마무리 공사업
950130,엑세스바이오,32103,의료용품 및 기타 의약 관련제품 제조업
205100,엑셈,105802,소프트웨어 개발 및 공급업
92870,엑시콘,32902,특수 목적용 기계 제조업
67570,엔브이에이치코리아,33003,자동차 신품 부품 제조업
101400,엔시트론,32601,반도체 제조업
36570,엔씨소프트,105802,소프트웨어 개발 및 공급업
217820,엔에스,32902,특수 목적용 기계 제조업
138250,엔에스쇼핑,74709,무점포 소매업
31860,엔에스엔,74608,상품 종합 도매업
224760,엔에스컴퍼니,64102,토목 건설업
256630,엔에이치스팩10호,116601,금융 지원 서비스업
256840,엔에이치스팩11호,116601,금융 지원 서비스업
273060,엔에이치스팩12호,116601,금융 지원 서비스업
208860,엔지스테크널러지,105802,소프트웨어 개발 및 공급업
183490,엔지켐생명과학,32101,기초 의약물질 및 생물학적 제제 제조업
85310,엔케이,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
9810,엔케이물산,74607,기타 전문 도매업
206400,엔터메이트,105802,소프트웨어 개발 및 공급업
69410,엔텔스,105802,소프트웨어 개발 및 공급업
4250,엔피씨,32202,플라스틱제품 제조업
48830,엔피케이,32002,합성고무 및 플라스틱 물질 제조업
96870,엘디티,32601,반도체 제조업
276240,엘리비젼,32605,영상 및 음향기기 제조업
900140,엘브이엠씨,116409,기타 금융업
61970,엘비세미콘,32601,반도체 제조업
138690,엘아이에스,32902,특수 목적용 기계 제조업
66970,엘앤에프,32802,일차전지 및 축전지 제조업
156100,엘앤케이바이오,32701,의료용 기기 제조업
73110,엘엠에스,32703,사진장비 및 광학기기 제조업
83310,엘오티베큠,32902,특수 목적용 기계 제조업
37950,엘컴텍,32602,전자부품 제조업
170920,엘티씨,32001,기초 화학물질 제조업
183350,엘피케이,32902,특수 목적용 기계 제조업
58630,엠게임,105802,소프트웨어 개발 및 공급업
58970,엠로,105802,소프트웨어 개발 및 공급업
19590,엠벤처투자,116402,신탁업 및 집합투자업
97520,엠씨넥스,32605,영상 및 음향기기 제조업
225860,엠앤씨생명과학,32004,기타 화학제품 제조업
9780,엠에스씨,31007,기타 식품 제조업
123040,엠에스오토텍,33003,자동차 신품 부품 제조업
251960,엠에프엠코리아,31403,편조의복 제조업
32790,엠젠플러스,74605,기계장비 및 관련 물품 도매업
33160,엠케이전자,32602,전자부품 제조업
259630,엠플러스,32902,특수 목적용 기계 제조업
115960,연우,32202,플라스틱제품 제조업
90740,연이정보통신,32602,전자부품 제조업
14440,영보화학,32202,플라스틱제품 제조업
7530,영신금속,32509,기타 금속 가공제품 제조업
143540,영우디에스피,32902,특수 목적용 기계 제조업
111770,영원무역,74608,상품 종합 도매업
9970,영원무역홀딩스,116409,기타 금융업
36180,영인프런티어,74605,기계장비 및 관련 물품 도매업
3520,영진약품,32102,의약품 제조업
670,영풍,32402,1차 비철금속 제조업
36560,영풍정밀,32901,일반 목적용 기계 제조업
6740,영풍제지,31702,"골판지, 종이 상자 및 종이용기 제조업"
242850,영현무역,74601,상품 중개업
12280,영화금속,33003,자동차 신품 부품 제조업
265560,영화테크,33003,자동차 신품 부품 제조업
12160,영흥철강,32401,1차 철강 제조업
36000,예림당,105801,"서적, 잡지 및 기타 인쇄물 출판업"
53280,예스24,74709,무점포 소매업
15360,예스코홀딩스,116409,기타 금융업
122640,예스티,32902,특수 목적용 기계 제조업
179720,옐로페이,105802,소프트웨어 개발 및 공급업
900300,오가닉티코스메틱,116409,기타 금융업
45060,오공,32004,기타 화학제품 제조업
80520,오디텍,32601,반도체 제조업
7310,오뚜기,31007,기타 식품 제조업
39830,오로라,137302,전문디자인업
46120,오르비텍,137209,기타 과학기술 서비스업
14940,오리엔탈정공,33101,선박 및 보트 건조업
2630,오리엔트바이오,32102,의약품 제조업
65500,오리엔트정공,33003,자동차 신품 부품 제조업
271560,오리온,31007,기타 식품 제조업
1800,오리온홀딩스,116409,기타 금융업
10470,오리콤,137103,광고업
227420,오백볼트,137105,회사 본부 및 경영 컨설팅 서비스업
53980,오상자이엘,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
52420,오성첨단소재,32202,플라스틱제품 제조업
241790,오션브릿지,32004,기타 화학제품 제조업
39200,오스코텍,32102,의약품 제조업
226400,오스테오닉,32701,의료용 기기 제조업
31510,오스템,33003,자동차 신품 부품 제조업
48260,오스템임플란트,32701,의료용 기기 제조업
138080,오이솔루션,32604,통신 및 방송 장비 제조업
80580,오킨스전자,32602,전자부품 제조업
67170,오텍,33004,자동차 재제조 부품 제조업
173130,오파스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
49480,오픈베이스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
57540,옴니시스템,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
57680,옴니텔,105802,소프트웨어 개발 및 공급업
123010,옵토팩,32602,전자부품 제조업
82210,옵트론텍,32703,사진장비 및 광학기기 제조업
109080,옵티시스,32604,통신 및 방송 장비 제조업
52770,와이디온라인,105802,소프트웨어 개발 및 공급업
57030,와이비엠넷,168507,교육지원 서비스업
122990,와이솔,32602,전자부품 제조업
232140,와이아이케이,32902,특수 목적용 기계 제조업
67900,와이엔텍,53802,폐기물 처리업
155650,와이엠씨,32602,전자부품 제조업
251370,와이엠티,32001,기초 화학물질 제조업
66430,와이오엠,74607,기타 전문 도매업
193250,와이제이엠게임즈,32602,전자부품 제조업
19210,와이지-원,32509,기타 금속 가공제품 제조업
122870,와이지엔터테인먼트,105902,오디오물 출판 및 원판 녹음업
79000,와토스코리아,32202,플라스틱제품 제조업
70960,용평리조트,95501,일반 및 생활 숙박시설 운영업
114630,우노앤컴퍼니,32005,화학섬유 제조업
32820,우리기술,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
41190,우리기술투자,116409,기타 금융업
115440,우리넷,32604,통신 및 방송 장비 제조업
4720,우리들제약,32102,의약품 제조업
118000,우리들휴브레인,74605,기계장비 및 관련 물품 도매업
46970,우리로,32604,통신 및 방송 장비 제조업
215360,우리산업,33003,자동차 신품 부품 제조업
72470,우리산업홀딩스,116409,기타 금융업
73560,우리손에프앤지,31001,"도축, 육류 가공 및 저장 처리업"
30,우리은행,116401,은행 및 저축기관
153490,우리이앤엘,32601,반도체 제조업
82850,우리이티아이,32804,전구 및 조명장치 제조업
37400,우리조명,32804,전구 및 조명장치 제조업
10050,우리종금,116409,기타 금융업
101170,우림기계,32901,일반 목적용 기계 제조업
6980,우성사료,31006,"곡물가공품, 전분 및 전분제품 제조업"
194610,우성아이비,33309,그외 기타 제품 제조업
66590,우수AMS,33003,자동차 신품 부품 제조업
17370,우신시스템,32902,특수 목적용 기계 제조업
46940,우원개발,64201,기반조성 및 시설물 축조관련 전문공사업
215380,우정바이오,137001,자연과학 및 공학 연구개발업
65680,우주일렉트로,32602,전자부품 제조업
105840,우진,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
18620,우진비앤지,32102,의약품 제조업
49800,우진플라임,32902,특수 목적용 기계 제조업
16880,웅진,116409,기타 금융업
95720,웅진씽크빅,168501,초등 교육기관
103130,웅진에너지,32601,반도체 제조업
5820,원림,31303,편조원단 제조업
32940,원익,74605,기계장비 및 관련 물품 도매업
240810,원익IPS,32902,특수 목적용 기계 제조업
74600,원익QnC,32301,유리 및 유리제품 제조업
104830,원익머트리얼즈,32001,기초 화학물질 제조업
14190,원익큐브,74607,기타 전문 도매업
123100,원익테라세미콘,32902,특수 목적용 기계 제조업
30530,원익홀딩스,116409,기타 금융업
12620,원일특강,32401,1차 철강 제조업
216280,원텍,32701,의료용 기기 제조업
8370,원풍,32202,플라스틱제품 제조업
8290,원풍물산,31401,봉제의복 제조업
101160,월덱스,32602,전자부품 제조업
95270,웨이브일렉트로,32604,통신 및 방송 장비 제조업
10600,웰바이오텍,74601,상품 중개업
65950,웰크론,31302,직물직조 및 직물제품 제조업
114190,웰크론강원,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
76080,웰크론한텍,64101,건물 건설업
196700,웹스,32002,합성고무 및 플라스틱 물질 제조업
69080,웹젠,105802,소프트웨어 개발 및 공급업
26260,위너지스,74608,상품 종합 도매업
44340,위닉스,32805,가정용 기기 제조업
112040,위메이드,105802,소프트웨어 개발 및 공급업
65370,위세아이텍,105802,소프트웨어 개발 및 공급업
140660,위월드,32604,통신 및 방송 장비 제조업
38620,위즈코프,74707,연료 소매업
36090,위지트,32902,특수 목적용 기계 제조업
136540,윈스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
97800,윈팩,32601,반도체 제조업
192390,윈하이텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
8600,윌비스,74604,생활용품 도매업
33270,유나이티드,32102,의약품 제조업
14830,유니드,32001,기초 화학물질 제조업
36200,유니셈,32902,특수 목적용 기계 제조업
18000,유니슨,32901,일반 목적용 기계 제조업
910,유니온,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
47400,유니온머티리얼,32302,"내화, 비내화 요업제품 제조업"
203450,유니온커뮤니티,32604,통신 및 방송 장비 제조업
11330,유니켐,31501,"가죽, 가방 및 유사제품 제조업"
77500,유니퀘스트,74605,기계장비 및 관련 물품 도매업
11320,유니크,33003,자동차 신품 부품 제조업
86390,유니테스트,32902,특수 목적용 기계 제조업
241690,유니테크노,33003,자동차 신품 부품 제조업
142210,유니트론텍,74502,자동차 부품 및 내장품 판매업
121060,유니포인트,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
48430,유라테크,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
206650,유바이오로직스,137001,자연과학 및 공학 연구개발업
89850,유비벨록스,105802,소프트웨어 개발 및 공급업
84440,유비온,106309,기타 정보 서비스업
32620,유비케어,105802,소프트웨어 개발 및 공급업
264450,유비쿼스,32604,통신 및 방송 장비 제조업
78070,유비쿼스홀딩스,116409,기타 금융업
2920,유성기업,33003,자동차 신품 부품 제조업
24800,유성티엔에스,84902,육상 여객 운송업
700,유수홀딩스,137105,회사 본부 및 경영 컨설팅 서비스업
54930,유신,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업"
252370,유쎌,32004,기타 화학제품 제조업
69330,유아이디,32602,전자부품 제조업
49520,유아이엘,32602,전자부품 제조업
287410,유안타제3호스팩,116601,금융 지원 서비스업
3470,유안타증권,116601,금융 지원 서비스업
56090,유앤아이,32701,의료용 기기 제조업
11690,유양디앤유,32601,반도체 제조업
263770,유에스티,32401,1차 철강 제조업
